Aurora,nacl.crypto_hash_string,412.9353233830846,Hz,0.0024216867469879517,seconds per iteration
Aurora,nacl.crypto_hash,414.87279843444225,Hz,0.0024103773584905662,seconds per iteration
Aurora,nacl.crypto_box_keypair_from_seed,3.639672429481347,Hz,0.27475,seconds per iteration
Aurora,nacl.crypto_box_precompute,3.6832412523020257,Hz,0.2715,seconds per iteration
Aurora,nacl.crypto_box_random_nonce,41633.36663336664,Hz,0.000024019196160767844,seconds per iteration
Aurora,nacl.crypto_box_precomputed,6219.78021978022,Hz,0.00016077738515901058,seconds per iteration
Aurora,nacl.crypto_box_open_precomputed,6216.7832167832175,Hz,0.0001608548931383577,seconds per iteration
Aurora,nacl.crypto_box,3.6529680365296806,Hz,0.27375,seconds per iteration
Aurora,nacl.crypto_box_open,3.6663611365719526,Hz,0.27275,seconds per iteration
Chrome,nacl.crypto_hash_string,1475.5244755244757,Hz,0.0006777251184834122,seconds per iteration
Chrome,nacl.crypto_hash,1494.5054945054947,Hz,0.0006691176470588234,seconds per iteration
Chrome,nacl.crypto_box_keypair_from_seed,11.892963330029733,Hz,0.08408333333333333,seconds per iteration
Chrome,nacl.crypto_box_precompute,14.272121788772598,Hz,0.07006666666666667,seconds per iteration
Chrome,nacl.crypto_box_random_nonce,205720.27972027974,Hz,0.000004860969474471412,seconds per iteration
Chrome,nacl.crypto_box_precomputed,7052.947052947054,Hz,0.00014178470254957504,seconds per iteration
Chrome,nacl.crypto_box_open_precomputed,4873.126873126874,Hz,0.0002052070520705207,seconds per iteration
Chrome,nacl.crypto_box,14.245014245014247,Hz,0.0702,seconds per iteration
Chrome,nacl.crypto_box_open,14.57725947521866,Hz,0.0686,seconds per iteration
Safari,nacl.crypto_hash_string,1800.1998001998004,Hz,0.0005554938956714761,seconds per iteration
Safari,nacl.crypto_hash,1894.1058941058943,Hz,0.0005279535864978902,seconds per iteration
Safari,nacl.crypto_box_keypair_from_seed,2.8328611898017,Hz,0.353,seconds per iteration
Safari,nacl.crypto_box_precompute,2.548853016142736,Hz,0.39233333333333337,seconds per iteration
Safari,nacl.crypto_box_random_nonce,392647.3526473527,Hz,0.000002546814573580297,seconds per iteration
Safari,nacl.crypto_box_precomputed,6193.806193806195,Hz,0.0001614516129032258,seconds per iteration
Safari,nacl.crypto_box_open_precomputed,4570.066730219257,Hz,0.00021881518564872756,seconds per iteration
Safari,nacl.crypto_box,2.9013539651837523,Hz,0.3446666666666667,seconds per iteration
Safari,nacl.crypto_box_open,2.9069767441860463,Hz,0.34400000000000003,seconds per iteration
